Couplet,Poet
"جان جِئييٖن تان جَلُ، ڪانهي جاءِ جَلَڻَ ري،
تَتِيءَ ٿَڌِيءَ هَلُ، ڪانهي ويلَ وِهَڻَ جي.",Shah Abdul Latif Bhitai
"تَتِيءَ ٿَڌِيءَ ڪاهه، ڪانهي ويلَ وِهَڻَ جِي،
مَتان ٿِئـٖي اُونداهِه، پيرُ نه لَهين پرينءَ جو.",Shah Abdul Latif Bhitai
"ڪو گهمَندي گهورُ، آيُمِ ٻاروچَنِ جو،
ڇَڏيندِيَسِ ڀَنپورَ، هِنيُون هِتِ نه وِندُريٖ.",Shah Abdul Latif Bhitai
"ڀَنڀورَ جَنِ سُکَنِ، مُون کـٖي ساٿان کارِيو،
هاڻي ساڻ ڏُکَنِ، تان ڪِين ڏُونگَرَ ڏورِيان.",Shah Abdul Latif Bhitai
"ڀينَر! ڀَنڀوران، ڀَڄو تان اُبَهو،
اَڳـٖي اِنَ ماڳان، سَرَتِيَنِ سُورَ پِرائِيا.",Shah Abdul Latif Bhitai
"ڀينَرُ! هِنَ ڀَنڀورَ ۾، دوزَخَ جو دُونهون،
سَوارو سُونهون، پُڇِي پُورِجِ، سَسُئِي.",Shah Abdul Latif Bhitai
"ڀَنڀوران اُجاڙُ، سَرَتِيُون! سَکَرُ ڀانئِيان،
مُون سين تنهن پَهاڙُ، ڏُکان هَڏِ نه ڏورِيو.",Shah Abdul Latif Bhitai
"اُجاڙان ڀَنڀَورُ، سَرَتِيُون! سَکَرُ ڀانئِيان،
آرِياڻيءَ اَتور، ڏِٺُم جِتِ اَکِيَنِ سين.",Shah Abdul Latif Bhitai
"لَڳِي لاڳاپـٖي، ڀورِي مُنڌَ، ڀَنڀورَ جي،
پِرِين وِڃايو تي، ڏُکِي ڏوري ڏُونگَرين.",Shah Abdul Latif Bhitai
"جَنِين ديکِيو دِل سين، پُٺِيءَ سي پييُون،
تهَ پُڻ ٿـٖي وييٖيُون، جي پُنهُونءَ پاڻُ لڪائيو.",Shah Abdul Latif Bhitai
"لَڄايا مُونهان، ساجُهرِ تي سيڻَ وِيا،
پيٖيَنِ ڀَنڀوران، سُڌِ منهنجي ذَاتِ جِي.",Shah Abdul Latif Bhitai
"هُيَسِ جي آئُون، ٻانهِي ٻاروچَنِ جِي،
هوند نه ڇَڏِيائون، ڏُکِيءَ کي ڏُکَنِ ۾.",Shah Abdul Latif Bhitai
"آئُون جي هُيسِ هَڏُ، اَدِيُون! آرِيچَنِ جو،
ساٿَ لَڏِينديٖ سَڏُ، مانَ ڪوهِيارا ڪَرِينِ مُون.",Shah Abdul Latif Bhitai
"اوٺِيَنِ اُمارو، مُون جَهلِينديٖ نه رَهيا،
ساٿِيَنِ سَوارو، ڪِيو ڪيچُ اَکِينِ ۾.",Shah Abdul Latif Bhitai
"ساٿِي توءِ هَلَنِ، پَٿَرِ جي وارَ ڪَريان،
جيڪُسِ ٻاروچَنِ، ڪو ڏٺو عَيبُ اکين سين.",Shah Abdul Latif Bhitai
"ساٿِيَنِ سَئِين نَه جاڳِينءَ، پوءِ ڪُـڄاڙِئا روءِ؟
اِيءَ پَرِ ڪُپَرِ هوءِ، جو هو سانگِي، تُون سُمَهين.",Shah Abdul Latif Bhitai
"ساٿِي نَه پَسان سي، هُئمِ هِينئيٖن ٿُوڻِيُون،
هاڻي ڪَنِين جي، وَڃِيو اَڱڻِ اُڀِيان؟",Shah Abdul Latif Bhitai
"آن ڪي ساٿِي ڏِٺَ، جي مُون ويڙهِه وِڃائِيا،
رُوئان رَتُ مَڃُٺَ، هاڻي تَنِ پِرِيَنِ کي.",Shah Abdul Latif Bhitai
"ڪَهان، تان ڪيچان پَري، وِيهان، تان وَٽِ مُون،
ڀُلِي ڏورِيَمِ ڀُون، عَبَثُ آرِيءَ ڄامَ کي.",Shah Abdul Latif Bhitai
"ڪَهان، تان ڪيچان پَري، سُمَهان، تان سِرَ هيٺِ،
ٻاروچي سين ڏيٺِ، جيڏِيُون! جيهِيءَ پَرِ ٿِي.",Shah Abdul Latif Bhitai
"وَڏِي وَسَ هُئا، ٻاروچا ڀَنڀورَ ۾،
وَڃِي ڏُورِ پِيا، سانگينِ پُٺِيءَ سُپِرِينِ.",Shah Abdul Latif Bhitai
"ڏنِي سِڪَ سَسُئِيءَ کي، ٻيلِياڻِي ٻَروچَ،
لوڪَ وِچان ئِي لوچَ، نيئِي پَهُچائـٖي پُنهُونءَ کي.",Shah Abdul Latif Bhitai
"جيڪِي فِراقان، سو وصالان نه ٿِئـٖي،
اَچي اوطاقان، مون کي پِرِيَنِ پَري ڪِيو.",Shah Abdul Latif Bhitai
"ڦِرِي آءُ، فِراقَ! مون کي وِصالان وِچُ پِيو،
جـٖي ٿـٖي چِڪِيُمِ چاڪَ، سي پرينءَ گَڏِجِي پُورِيا.",Shah Abdul Latif Bhitai
"ڏيکاريسِ ڏُکَنِ، گوندرَ، گسُ پِرِيَنِ جو،
سونهائـٖي سُورَنِ، ڪِي هيڪاندِي هوتَ سين.",Shah Abdul Latif Bhitai
"ڪَنِين ڪَنِين ماڙُهوئين، گوندرُ وَڏِي وَٿُ،
ٻَڌِي گوڏِ گَرٿُ، ساٽو ڪِجي سُورَ جو.",Shah Abdul Latif Bhitai
"سؤ سُکَنِ ساٽـٖي ڏِيان، سِرُ پُڻِ ڏِيان سَٽِ،
جي مُون مِڙيٖ مَٽِ، ته وِرهُه وِهايان هيٖڪَڙو.",Shah Abdul Latif Bhitai
"سَؤ سُکَنِ ڏيئِي، وِرِهُه وِهايُم هيڪَڙو،
مُون کي تنهن نيٖئِي، پيرُ ڏيکارِيو پرينءَ جو.",Shah Abdul Latif Bhitai
"سُورَ مَ ڏي ڌُوڻ، آئُون آهيان اَڳِهِين ڪاهِرِي،
جا پَرِ پاڻِيءَ لُوڻَ، سا پَرِ منهنجـٖي ڄِندَڙيٖ.",Shah Abdul Latif Bhitai
"سُورَ! مَ وڃيجاهُه، سَڄَڻَ جِيئن سانگِ وِيا،
پرينءَ پُڄاڻاءُ، آئُون اوهان سيٖن اورِيان.",Shah Abdul Latif Bhitai
"سُورَنِ سانگهارو، ڪَڏِهن تان ڪونَه ڪِيو،
آيَلِ! اوڀارو، ٻاڙوڌو ٻوڙَ وَهي.",Shah Abdul Latif Bhitai
"سانگهارو سُورَنِ، ڪڏِهن تان ڪونَه ڏِنو،
ٻائِڙَ ٻوڙَ وَهَنِ، ڪالُهوڻِئا اَڄُ گَهڻا.",Shah Abdul Latif Bhitai
"سُورَنِ لَڌو سَجُهه، پاڻهـٖي پيهِي آئِيا،
ڪنهن کي ڏيان مَنجُهه، مَرُ تان چِڻِڪَنِ چِتَ ۾.",Shah Abdul Latif Bhitai
"ڏُکُ لَڳو، ڏُونگَرَ ٻَرِيو، ڀينَرُ! کاڻِي ڀُون،
مَنان لاٿو مُون، سندو جِيئَڻَ آسَرو.",Shah Abdul Latif Bhitai
"ڏُکويُون ڏيهان، جيڪُس لَڏي وِيئيُون،
هاڻي ڪَن مُلا، پُڇان پِرِيَنِ خَبَرُون.",Shah Abdul Latif Bhitai
"ڏُکِيُون جان نَه مِڙَنِ، تان تان ڀَنَڻُ نه ٿئـٖي،
ٻِيُون هونهِين هَٿَ هَڻَنِ، رُوندِيُون رُوئَڻَ وارِيُون.",Shah Abdul Latif Bhitai
"نَه ڪي رُوئَڻَ وارِيُون، نه ڪـٖي اوسارِينِ،
مُنهِين کي مارِينِ، مُنهِين سَندا ڏُکَڙا.",Shah Abdul Latif Bhitai
"سُورَ وراهيان، سَرَتِيُون! جي وراهيا وَڃَن،
ٻِيُون ڪوههُ ٻُجَهنِ، جَنِ سَندا، تَنِ سامُهان.",Shah Abdul Latif Bhitai
"مُٺِ مُٺِ سُورَنِ سَڀَڪِهِين، مُون وَٽِ وَٿاڻانِ،
ڀَرِيُون ڪِيو ڀُڻانِ، وِيا وِهائو نِڪري.",Shah Abdul Latif Bhitai
"هوا کي چئو پرينءَ جي گهر گهڙي آهستي آهستي
ٻڌي ٻانهون جهُڪِي خوشبو چمي آهستي آهستي",Ustad Bukhari
"ڪڪر پرتي هٽو هاڻي ته ڪا تارا زيارت ڪن،
پري ٿيو روشني پيرين پوي آهستي آهستي",Ustad Bukhari
"سويري سج جا ڪِرڻا ڪرڻ ديدار ايندا سو،
اسُر سان ماڪ ٽيهو ٿي ڏئي آهستي آهستي",Ustad Bukhari
"اتان طوفان ٿي پهتس، هِتان نڪران ته دم نڪري،
ڪٿي ماڻهو اُٻهرو آ، ڪٿي آهستي آهستي",Ustad Bukhari
"طَلبَ واريءَ جي ڀِڪ ناهي، کڻي منڇر جي ڇر سمجهو،
تپي آهستي آهستي، ٺري آهستي آهستي",Ustad Bukhari
"ڊڪي راڪيٽ کان تڪڙو، پوي ڪاٿي نه ٿاٻڙجي،
صلاحون ڏيو زماني کي هلي آهستي آهستي",Ustad Bukhari
"متان محسوس ٿئي دل کي، متان معلوم ٿئي من کي،
تڏهن استاد ٿو تڙپي لڇي آهستي آهستي",Ustad Bukhari
"اسان جي پيار جو تحفو قبوليندي ته خوش ته هوندين،
گلابي گل هي گلدستو قبوليندي ته خوش ته هوندين",Ustad Bukhari
"اسان وٽ عشق اڻ ڪٺ آ، اوهان وٽ سونهن سڀ ڪجھ آ،
هي سڪ ۽ سونهن جو سودو قبوليندي ته خوش ته هوندين",Ustad Bukhari
"اڃارا ديد جا آهيون، بخارا قرب جا آهيون،
سوال آهي ته سنگت جو قبوليندي ته خوش ته هوندين",Ustad Bukhari
"محبت زندگي آهي، محبت بندگي آهي،
اهو ”استاد“ جو گفتو قبوليندي ته خوش ته هوندين-​",Ustad Bukhari
"هڪ موت مئي جو ڀئو سهڻا ، ٻيو تو مان نٿو ٿئي ڍئو سهڻا
اهي ڀهڪيون ڳالهيون بخش ڪجاء مونکي محبت جو ٿئي مئو سهڻا",Ustad Bukhari
"هڪ عمر ۾ توکي ڇا ڏسندس هڪ عمر ۾ توسان ڇا کلندس
مونکي عمريون هجن ها سئو سهڻا",Ustad Bukhari
"هڪ موت مئي جو ڀئو سهڻا، ٻيو تو مان نٿو ٿئي ڍئو سهڻا
اهي ڀهڪيون ڳالهيون بخش ڪجاء مونکي محبت جو ٿئي مئو سهڻا",Ustad Bukhari
"تولاء روئان چئين ٿو روئڻو، تولاء سڪان چئين ٿو سڪڻو
جيڪي چوڻو اٿئي پيو چئو سهڻا",Ustad Bukhari
"هي عشق ڏسو منهنجي جوڀن جي نشاني آ۔
مرحوم امنگن جي جيون جي نشاني آ۔",Ustad Bukhari
"ڪنهن ڪنهن کي وجهان ڇلڙا، ڪنهن ڪنهن کي مکيان خوشبو،
هن شهر کي آڇي مون شعرن جي نشاني آ۔",Ustad Bukhari
"گهوُري ته جگر گهائي، مُرڪي ته مکي مرهم،
هر سونهن کي سمجهان ٿو سڄڻن جي نشاني آ۔",Ustad Bukhari
"ڏس جوش ڏڪي ٿو پيو ء هوش بڪي ٿو پيو،
ته به تن ۾ تمنائون، جشنن جي نشاني آ۔",Ustad Bukhari
"احساس جي الماڙي، هر رئڪ تي تقريرون،
شاعر جي اڪيلائي، جشنن جي نشاني آ۔",Ustad Bukhari
"اٿ ميڙ اهي ٺڪريون، دل ڪنهن جي ٽُٽي پئي آ،
هي خاڪ به کڻ ڪنهنجي، نيڻن جي نشاني آ۔",Ustad Bukhari
"مايوس هوائن کان اٿ منهنجون اميدون وٺ،
دانهن جي پلاندن ۾ نغمن جي نشاني آ۔",Ustad Bukhari
"استاد جي البم ۾ گُل ٽاڪ ڀلي دلبر،
هي خار به رک تنهنجي گلشن جي نشاني آ۔",Ustad Bukhari
"خواب تو واري جي خوشبو، اڄ به منهنجي من ۾ آ،
باغ جي هٻڪار هوندي واءَ جي جهلڪن ۾ آ",Ustad Bukhari
"آس هڪ اڀري ٿي پئي پر پوهه جي سورج جيان
روشني، سردي وڌي ڪئي قيد ڪوهيڙن ۾ آ",Ustad Bukhari
"زندگيءَ جي سرخروئي ڪجهه ته منهنجي سڪ ۾ آ،
ڪجهه ته تنهنجي ريشمي ميندي رتن هٿڙن ۾ آ",Ustad Bukhari
"چنڊ جو چمڪو، گلن جي مهڪ، چقمق جي ڪشش،
دلڪشيءَ جو ڪيڏو سهڻو سلسلو سهڻن ۾ آ",Ustad Bukhari
"گفتگو ماکي به آ مصري به آ ڪشمش به آ،
ڪُل مٺاڻن جو مزو تنهنجي مِٺن گفتن ۾ آ",Ustad Bukhari
"تون نه ساقي، مان نه ميڪش، بزم ناهي ميڪدو،
شوق جو آ ڪرشمو، ڪيڏو نشو نيڻن ۾ آ",Ustad Bukhari
"عشق کوٽو، حسن ڪوجهو، ٿي چڪو هي حادثو،
چونءَ پچونءَ ڳوٺن ۾آهي، هوشرو شهرن ۾ آ",Ustad Bukhari
"جرڪ پنهنجي مرڪ جي استاد جي ڳوڙهن ۾ ڏس،
سج جي ڪرڻن جي رونق ماڪ جي قطرن ۾ آ",Ustad Bukhari
"ستاد جي ارداس، نئين سال جو تحفو
مايوس کي ڏي آس، نئين سال جو تحفو",Ustad Bukhari
"پرڀات جي پردي ۾ ڪري بند مُڪو آ،
اڌ رات ڏي آڪاس، نئين سال جو تحفو",Ustad Bukhari
"ڪي_ٽُو کي ملي برف، مليا سج کي بادل،
۽ ٿر کي ملي تاس، نئين سال جو تحفو",Ustad Bukhari
"تخريب ۽ تعمير ڀريو ٿالهه ورهائِن،
هي وهم هي وشواس، نئين سال جو تحفو",Ustad Bukhari
"کڻ صبح سويري سان نئين نُور جا ڪرڻا،
وٺ واءَ وٽان واس، نئين سال جو تحفو",Ustad Bukhari
"استاد جي تقرير ۽ تحرير ۾ آهن،
احساس ئي احساس، نئين سال جو تحفو",Ustad Bukhari
"تنهنجي تڪ تيز نگاهن کان بچو ڪو ڪونهي
ڇو ته هر تير لڳو ٺيڪ گٿو ڪو ڪونهي",Ustad Bukhari
"عشق جي آڳ ڪچهريءَ کي بنايو آوي
جو هتي آ سو پڪو آھ ڪچو ڪو ڪونهي",Ustad Bukhari
"سونهن ۽ نينهن جي سڀ ڪنهن کي سڃاڻپ آهي
ايترو يار صفا ٺوپ انڌو ڪو ڪونهي",Ustad Bukhari
"ڪو ٻري پيو ڪو ڳري پيو ڪو ڀري پيو آهون
تنهنجي پاڙي ۾ سڄي رات ستو ڪو ڪونهي",Ustad Bukhari
"عشق جو آند نه ڪو پاند ٻُڌون ٿا ”استاد“
سونهن جي ذات نه ڪا پات پتو ڪو ڪونهي",Ustad Bukhari
"هونئن ته مِٽيءَ جي چپٽي آهيان،
جيئي سنڌ ته ڌرتي آهيان",Ustad Bukhari
"خاڪي، نوري، فاني، باقي،
سچ پچ ساٿي سڀڪي آهيان",Ustad Bukhari
"عربي، عجمي آهيان ئي پر،
روسي، هندي، چيني آهيان",Ustad Bukhari
"سڀ کان اڳ ۾ انسان اڳ تي،
سنڌي ـــــــ سنڌي، سنڌي آهيان",Ustad Bukhari
"بوڙئي جھڙي منهنجي هستي،
سنڌو واري مستي آهيان",Ustad Bukhari
"سانگين سان گڏ سالگرهه مان،
وڇڙي ويس ته پوءِ ورسي آهيان",Ustad Bukhari
"تاريخ آهيان قوم قويءَ جي،
نه ته مرقد جي تختي آهيان",Ustad Bukhari
"ڏيڍ ڏنگايون ڏاري ڄاڻان،
مظلومن جو مددي آهيان",Ustad Bukhari
"مِهر ته مکڙي ماڪ ـــ ڦڙا مان،
قَهر ته ڪرندڙ بجلي آهيان",Ustad Bukhari
"جوت رتيءَ تي پريت پتنگو،
سنگ سڳندي، رنگي آهيان",Ustad Bukhari
"عشق ۽ عقل حقيقي ساٿي،
سونهن سچيءَ جو سنگتي آهيان",Ustad Bukhari
"آجو پيار ملي پوءِ پيارا،
سولو ويندو سرچي آهيان",Ustad Bukhari
"آزادي استاد تنواريان،
ماڻهن جي مان مرضي آهي",Ustad Bukhari
"نه ڪم نبريو نه غم نبريو، جو نبري ويو سو دم هوندو.
جو نِکري پيو سو سچ سمجهو، جو وِکري ويو وهم هوندو",Ustad Bukhari
"تکوگهوڙو ڊُڪي ڪيڏو، نظر هَسوار جي اڳتي،
زمانو تيز تنهن کان تيز تر، پنهنجو قدم هوندو",Ustad Bukhari
"اسان جي شاعري کي انقلابي دور ۾ کڻجو،
جڏهن هر لفظ پرچم، هر غزل اونچو عَلم هوندو",Ustad Bukhari
"”تَشا“ واري لِڪل تقدير، نه تو سمجهي نه مون سمجهي،
جي ڪجهه سمجهي ته هي سمجهي؛ عمل اَحسن اُتم هوندو",Ustad Bukhari
"ڪا ڪِٿ ليلا ڪو ڪِٿ مجنون، ڪو ڪِٿ گهرجي ڪو ڪِٿ گهربل
ڪا ڪنهن جي لئه اهم هوندي، ڪو ڪنهن جي لئه اهم هوندو",Ustad Bukhari
"بخاريءَ کي اوهان سڀني کان، يارو مان گهڻو ڄاڻان،
ڀلو جي ڀائرن سمجهو ته، رهجي ويو ڀرم هوندو",Ustad Bukhari
"پيار، درياهه آ، درياهه به لَٽجي ٿو وڃي،
نيٺ انسان آ، انسان به مَٽجي ٿو وڃي",Ustad Bukhari
"مان مڃان ٿو ته سڀين پارين سڄڻ سون آهي،
هي غضب ٿيو جو سچو سون به ڪَٽجي ٿو وڃي",Ustad Bukhari
"بعضي بندوق شڪاريءَ جي ڇُٽي ٿي پٺتي،
جو ڦَٽي ٿو ڪڏهن پاڻ به ڦَٽجي ٿو وڃي",Ustad Bukhari
"حُسن آ باز، مگر عشق وڏي آفت آ،
مون ڏٺو آ ته ڪڏهن باز به جهَٽجي ٿو وڃي",Ustad Bukhari
"چند هَٽندي ئي وڏي ويرَ هٽي ويندي آ،
گهُورَ گهٽجي ٿي ته ”استاد“ به گهٽجي ٿو وڃي",Ustad Bukhari
"ملن ٿا مون سان منهنجا ٿي ملن ٿا تون سان تنهنجا ٿي
اي بخاري اکيون کول اهي نه تنهنجا اٿئي نه منهنجا اٿئي",Ustad Bukhari
"اسان سان ڪچهريون ڪيو دوستو
هليا وينداسين اوچتو اوچتو",Ustad Bukhari
"پکي شام ڌاري هي ڪاڏي وڃن ٿا
پوي ڪون ٿو ڪنهن کي ڪوئي پتو",Ustad Bukhari
"اکين ۾ رهن ٿيون اداسي جون شامون
جيئڻ ۾ نـ هاڻي اچي ٿو مزو",Ustad Bukhari
"اسان جي وصيحت نصيحت اها
وٺي حسن جو نانءُ پوءِ پورجو",Ustad Bukhari
"ڀلا ڪو پرينءَ کان ڪيئن جدا ٿئي
ڏکيو ڪيڏو ”استاد“ آ مرحلو",Ustad Bukhari
"نه توکي لهون ٿا نه توکي لڀون ٿا،
يڪو هڪ ٻئي کي وڃايو وتون ٿا۔",Ustad Bukhari
"اسين سمنڊ ناهيون جو ڪو دنگ روڪي،
اسين وقت وانگي اورانگهي لنگهون ٿا۔",Ustad Bukhari
"نه ڪو عشق چرچو نه ڪو حسن چسڪو،
ٻنهي جي مچڻ ۾ پچون ٿا نچون ٿا۔",Ustad Bukhari
"پري کان نهارين ته تاڻيو ملڻ لئه،
ملون ٿا ته اڳتي کان اڳتي وڌون ٿا۔",Ustad Bukhari
"گهڙيء کي گهڙي زندگيون ٿا سنواريو،
ڪتيء کي ڏسي ڪهڪشائون ڪٿيون ٿا۔",Ustad Bukhari
"لُڇون ڇو نه جاني، پڇون ڇون نه پيارا،
نگاهون اٿئون ء زبانون رکون ٿا۔",Ustad Bukhari
"داو ئي اها آ ته ٿيو درد ڀائي،
جدائيء ۾ بيجا بخاري رجهون ٿا۔",Ustad Bukhari
"قوم ٽڪڙا ٽڪڙا ٿيندي ٿي وڃي​
۽ قيامت صغرا ٿيندي ٿي وڃي​",Ustad Bukhari
"وارداتون ويهه هڪ هڪ ڏينهن ۾​
خلق ڳترا ڳترا ٿيندي ٿي وڃي​",Ustad Bukhari
"دوستو!، مسجد امن جي جاءِ آ​
سا به پهرا پهرا ٿيندي ٿي وڃي​",Ustad Bukhari
"عزمي! پيءَ سان پٽ گڏ کلي کائن نٿا​
جاءِ ڪمرا ڪمرا ٿيندي ٿي وڃي",Ustad Bukhari
"مان روز نه پر عيد تي اگهندس ڳوڙها،
تون موڪلي ڏي ريشمي رومال مونکي",Ustad Bukhari
"هر شام شفق اوڙهي آ، ايندي مون ڏي،
هر باک چمائيندي آ، لب لال مونکي",Ustad Bukhari
"گلن جي گلستان تائين نه پهتاسين،
محبت جي ميدان تائين نه پهتاسين۔",Ustad Bukhari
"ڏس ماڻهو چنڊ تي وڃي پهتا بخاري۔
مگر اسين هڪ انسان تائين نه پهتاسين۔",Ustad Bukhari
"خام آ، جنهن جو به آهي هي خيال،
سنڌ ٿيندي ختم اڳ چاليهه سال۔",Ustad Bukhari
"سنڌ رهندي، سنڌي رهندا شاد باد،
بند ڪر افلاهه، ڌارين جا دلال۔",Ustad Bukhari
"گھر گھر برف ڄمي وئي آهي، در در ديپڪ ڳايان ٿو مان،
دڳ دڳ اوندهه اوتي پئي آ، پڳ پڳ جوت جڳايان ٿو مان",Ustad Bukhari
"اٿ ڀونچال، جوالا نچ تون، باغي ڀونءِ جمالو چوندي،
اوٿر ٿو اَلاپ اٿاريان، ڇوليون ڇيرون پايان ٿو مان",Ustad Bukhari
"دهشت گردي دَور سکي آ، حڪمت عملي مون به مٽي آ،
دانهن ڀلي ڏي دور کي ڦٿڪي، گھنگھر توکي گھايان ٿو مان",Ustad Bukhari
